,nombre,categoría,descripción,sección,url
29,JU2,Juguetero,Juguetero de roble con espejo,,admin/img_prod/JU2/JU2-1-720x540.png
30,SIL2,Silla,Silla isabelina limoncillo tapizada tela flores,Isabelino  Sillería  ,admin/img_prod/SIL2/SIL2-1-720x540.png
31,LM2,Litera de mano,Litera de transporte pintada,Edad media  ,admin/img_prod/LM2/LM2-1-720X540.png
32,MEC2,Mecedora,Mecedora curvada tapizada terciopelo labrado,Curvado  ,admin/img_prod/MEC2/MEC2-720x540.png
33,MOS2,Mostrador,Mostrador de tienda de nogal (se le puede añadir una parte más alta para elevarlo),Tienda  ,admin/img_prod/MOS2/MOS2-1-720x540.png
34,S2,Sofá,Sofá isabelino limoncillo tapizado tela flores,Isabelino  Salón  Sillería  ,admin/img_prod/S2/S2-1-720x540.png
35,ILU2,Iluminación,Cuadro de luz gris con 3 relojes,,admin/img_prod/ILU2/ILU2-720x540.png
36,PV2,Pie de vela,Hachero suelo de cuadradillo 1 luz,Candelero  Iglesia  Medieval  ,admin/img_prod/PV2/PV2-720x540.png
37,SEC2,Secreter,Bureau americano de persiana,Americano  Salón  ,admin/img_prod/SEC2/SEC2-1-720x540.png
38,VI2,Vitrina,,Descatalogado  ,admin/img_prod/VI2/LOGOTIPO VAZQUEZ- 720x540.png
39,PEL2,Peluquería,Lavacabezas de peluquería loza crema con alcachofa ducha,Lavabo  ,admin/img_prod/PEL2/PEL2-1-720x540.png
40,SR2,Silla de ruedas,Silla de ruedas plegable con ruedas pequeñas,Hospital  ,admin/img_prod/SR2/SR2-1-720x540.png
41,PC2,Pizarra,Pizarra de colegio marco madera oscuro,Colegio  ,admin/img_prod/PC2/PC2-720x540.png
42,BUZ2,Buzones,Bloque de 5 buzones de portal chapa pintados,Portal  ,admin/img_prod/BUZ2/BUZ2-720x540.png
43,CAM2,Cámara fotos y vídeo,Cámara de vídeo Hi 8 Sanyo con su funda,Cámaras de vídeo  ,admin/img_prod/CAM2/CAM2-720x540.png
44,JUZ2,Juzgado,Estrado juzgado madera tallado de 1 metro,Juzgados  ,admin/img_prod/JUZ2/JUZ2-1-720x540.png
45,QIN2,Quinqués,Quinqué bola cristal,,admin/img_prod/QIN2/QIN2-720x540.png
46,REV2,Revistero,Revistero de pared de mimbre,Mimbre  ,admin/img_prod/REV2/REV2-720x540.png
47,MOU2,Mobiliario urbano,Cabeza de semáforo antigua de colgar,Calle  ,admin/img_prod/MOU2/MOU2-720x540.png
0,PAP2,Papelera,Papelera chapa roja,,admin/img_prod/PAP2/PAP2-720x540.png
1,FIG2,Figuras,Figura de barro artesanía mujer,Adorno  ,admin/img_prod/FIG2/FIG2-720x540.png
2,PLA2,Playa,Hamaca de madera reclinable con tela rayas,Hamaca  Jardín  ,admin/img_prod/PLA2/PLA2-1-720x540.png
3,REG2,Religión,Adorno de mesa religioso,Religioso  ,admin/img_prod/REG2/REG2-720x540.png
4,RU2,Rural,Cantarera de 4 frente recortado,Cantarera  Rústico  ,admin/img_prod/RU2/RU2-1-720x540.png
5,PAR2,Paragüero,Paragüero metal,,admin/img_prod/PAR2/PAR2-720x540.png
6,GUA2,Guarnición,Guarnición imperio mármol negro,Imperio  ,admin/img_prod/GUA2/GUA2-720x540.png
7,ALA3,Alacena,Alacena estilo español cuarterones tallados,Cocina  Español  ,admin/img_prod/ALA3/ALA3-1-720x540.png
8,ALF3,Alfombra,Alfombra persa azul y rojo con fleco,Arabe  ,admin/img_prod/ALF3/ALF3-720x540.png
9,AFC3,Alfombra de cama,Alfombrín de cama marrón dibujos amarillos,Dormitorio  ,admin/img_prod/AFC3/AFC3-720x540.png
10,AP3,Aparador,Aparador 1900 con vitrina,Comedor  Estilo mil novecientos  ,admin/img_prod/AP3/AP3-1-720x540.png
11,AST3,Atrezzo astronomia,Telescopio figurado madera y metal con pie,,admin/img_prod/AST3/AST3-720x540.png
12,TOR3,Tortura,"Cepo de tortura de madera para cabeza, pies y manos",Carcel  ,admin/img_prod/TOR3/TOR3-1-720x540.png
13,ARC3,Arcon,Arqueta talla lisa antigua,Rústico  ,admin/img_prod/ARC3/ARC3-1-720x540.png
14,AR3,Armario,Armario inglés caoba 2 puertas espejos ovalados,Dormitorio  Inglesa  ,admin/img_prod/AR3/AR3-720x540.png
15,ARM3,Armero,Armero para fusiles fondo rojo,Militar  ,admin/img_prod/ARM3/ARM3-720x540.png
16,ATD3,Ataud,Ataúd sarcófago egipcio figurado,Egipcio  ,admin/img_prod/ATD3/ATD3-1-720x540.png
17,ATR3,Atril,Atril pino columna recta,Religioso  ,admin/img_prod/ATR3/ATR3-1-720x540.png
18,BL3,Balancin,Balancín de niño de madera,Columpio  Juguete  ,admin/img_prod/BL3/BL3-1-720x540.png
19,BAC3,Banco,Banco de juzgado tapizado skay rojo,Juzgados  ,admin/img_prod/BAC3/BAC3-1-720x540.png
20,BAN3,Banqueta,Banqueta de pie a juego sillón SI189,,admin/img_prod/BAN3/BAN3-1-720x540.png
21,M3,Mesa,Mesa de jardín forja blanca,Jardín  ,admin/img_prod/M3/M3-1-720x540.png
22,BA3,Baño,Bañera acrílica patas niqueladas,Bañera  ,admin/img_prod/BA3/BA3-1-720x540.png
23,BAR3,Bargueño,Bargueño arqueta estilo español tallada,Español  ,admin/img_prod/BAR3/BAR3-1-720x540.png
24,BRL3,Barril,Barril de madera pequeño,Bar y cafetería  Rústico  ,admin/img_prod/BRL3/BRL3-1-720x540.png
25,BAS3,Bascula,Báscula de tienda de colgar,Mercado  Tienda  ,admin/img_prod/BAS3/BAS3-720x540.png
26,BAU3,Baul,Baúl armario americano azul pequeño,Americano  Viaje  ,admin/img_prod/BAU3/BAU3-1-720x540.png
27,BEB3,Bebé,,Descatalogado  ,admin/img_prod/BEB3/LOGOTIPO VAZQUEZ- 720x540.png
28,PER3,Perchero,Perchero pie forja hierro marrón,Recibidor  Forja  Jardín  ,admin/img_prod/PER3/PER3-720x540.png
29,ESC3,Escaleras,Escalera de tijera de madera,Tienda  ,admin/img_prod/ESC3/ESC3-720x540.png
30,BIO3,Biombo,Biombo Luis XV 3 hojas nogal tela flores y rayas,Frances  Dormitorio  ,admin/img_prod/BIO3/BIO3-720x540.png
31,BIS3,Bis a bis,Bis a bis respaldos recortados patas torneadas,Salón  ,admin/img_prod/BIS3/BIS3-1-720x540.png
32,BRA3,Brasero,Braseros bola pletina chapa (a juego 2 pequeños),Calefaccion  ,admin/img_prod/BRA3/BRA3-720x540.png
33,BUT3,Butaca de cine,Fila de tres asientos de butacas de cine pana roja,Cine  Teatro  ,admin/img_prod/BUT3/BUT3-1-720x540.png
34,CAB3,Caballete,Caballete de estudio madera claro,Pintor  ,admin/img_prod/CAB3/CAB3-1-720x540.png
35,CAR3,Caja registradora,Caja registradora eléctrica,Tienda  ,admin/img_prod/CAR3/CAR3-1-720x540.png
36,CF3,Caja fuerte,Caja fuerte de hierro pintada gris,,admin/img_prod/CF3/CF3-720x540.png
37,CAJ3,Caja,Caja de chapa aluminio con tapa,Cajas  Militar  ,admin/img_prod/CAJ3/CAJ3-720x520.png
38,CA3,Cama,Cabecero capitoné tapizado terciopelo oro,Cabecero  Dormitorio  ,admin/img_prod/CA3/CA3-720x540.png
39,REC3,Reclinatorio,Reclinatorio negro y oro tapizado rojo,Iglesia  Religioso  ,admin/img_prod/REC3/REC3 720x540.png
40,CARR3,Carretilla,Carretilla de hierro de obra,Oficios  ,admin/img_prod/CARR3/CARR3-1-720x540.png
41,CSE3,Carro de servicio,Carro de servicio madera tallada caoba.,Cocina  Comedor  Salón  ,admin/img_prod/CSE3/CSE3-1-720x540.png
42,CH3,Chaiselongue,Descatalogado,Descatalogado  ,admin/img_prod/CH3/LOGOTIPO VAZQUEZ- 720x540.png
43,CO3,Cocinas,Cocina de gas 2 fuegos con horno y cajón,Electrodomestico  Cocina  ,admin/img_prod/CO3/CO3-720x540.png
44,COM3,Comoda,Cómoda Luis XV caoba y bronce tapa figurada mármol,Dormitorio  Frances  ,admin/img_prod/COM3/COM3-1-720x540.png
45,CON3,Consola,Consola Luis XV caoba y oro tapa mármol rosa,Frances  Recibidor  ,admin/img_prod/CON3/CON3-1-720x540.png
46,COS3,,Costurero-mesita nogal tapa forma y pata lira con repisa,Costurero  ,admin/img_prod/COS3/COS03.bmp
47,CU3,Cuadro,Lienzo a medio pintar óleo hombre,Retratos  ,admin/img_prod/CU3/CU3-720x540.png
0,ANU3,Carteles y anuncios,Cartel  antiguo chapa equipo fútbol,,admin/img_prod/ANU3/ANU3-720x540.png
1,ESP3,Espejo,Espejo vestidor imperio columnas,Dormitorio  Imperio  ,admin/img_prod/ESP3/ESP3-720x540.png
2,ES3,Estanteria,Estantería rústica 6 baldas,Rústico  ,admin/img_prod/ES3/ES3-1-720x540.png
3,EST3,Estufa,Estufa chubesqui hierro liso con ruedas,Calefaccion  ,admin/img_prod/EST3/EST3-720x540.png
4,ESTAT3,Estatua,Estatua ídolo azteca en forespan,Indio  ,admin/img_prod/ESTAT3/ESTAT3-1-720x540.png
5,GN3,Galan de noche,Galán de noche pintado con ruedas,Dormitorio  ,admin/img_prod/GN3/GN3-1-720x540.png
6,AGU3,Aguamaniles,Aguamanil loza crema dibujos azules,Dormitorio  ,admin/img_prod/AGU3/AGU3-720x450.png
7,ADP3,Animales disecados en panoplia,Panoplia madera con cuernos ciervo,,admin/img_prod/ADP3/ADP3-720x450.png
8,F3,Fichero,Fichero madera 6 cajones,Despacho  ,admin/img_prod/F3/F3-1-720x540.png
9,MUS3,Instrumentos musicales,Piano clave figurado pintado,Musica  Piano  ,admin/img_prod/MUS3/MUS3-1-720x540.png
10,ADO3,Adornos,Adorno mesa cobre con asa metal,Salón  ,admin/img_prod/ADO3/ADO3-720x540.png
11,DPT3,Deporte,Rueda madera para rehabilitación,Gimnasio  ,admin/img_prod/DPT3/DPT3-1-720x540.png
12,LAM3,Lámpara,Lámpara de mesa antigua madera pintada,Lámpara de mesa  Salón  ,admin/img_prod/LAM3/LAM3-720X540.png
13,FUM3,Artículos de fumador,Cajas para tabaco,Cajas  ,admin/img_prod/FUM3/FUM3-720x540.png
14,ASP3,Aspiradoras,Aspiradora antigua base mostaza con bolsa en barra,Electrodomestico  ,admin/img_prod/ASP3/ASP3-720x540.png
15,AZP3,Azulejos y platos de pared,Azulejo pared grande religioso con capilla forja hierro,Decoración  ,admin/img_prod/AZP3/AZP3-720x540.png
16,BAD3,Bandejas,Bandeja antigua de loza y metal con asa,,admin/img_prod/BAD3/BAD3-720x540.png
17,BYC3,Atrezzo de bar y cafetería,Botella de cristal de licor,Bar y cafetería  ,admin/img_prod/BYC3/BYC3-720x540.png
18,COL3,Atrezzo colegio,Ábaco de madera antiguo,Colegio  ,admin/img_prod/COL3/COL3-720x540.png
19,DES3,Atrezzo despacho,Escribanía de viaje nogal compartimentos madera,Despacho  Escribanías y tinteros  ,admin/img_prod/DES3/DES3-720x540.png
20,CST3,Moda y costura,Bastidor de coser redondo madera,Avíos de costura  ,admin/img_prod/CST3/CST3-720x540.png
21,CTN3,Catenaria,Catenaria dorada peana redonda,,admin/img_prod/CTN3/CTN3-720x540.png
22,CEM3,Cementerio,Lápida de cementerio figurada mármol.,,admin/img_prod/CEM3/CEM3-1-720x540.png
23,CHI3,Chimenea,Avíos forja hierro cobrizados.,,admin/img_prod/CHI3/CHI3-720x540.png
24,CRI3,Cristalería,Bomboneras cristal antiguas.,Bomboneras  ,admin/img_prod/CRI3/CRI3-720x540.png
25,MC3,Macetero,Macetero gótico calado negro y oro,Salón  Gótico  Comedor  ,admin/img_prod/MC3/MC3-1-720x540.png
26,ME3,Mesilla,"Mesilla francesa con pinturas, tapa mármol y copete",Dormitorio  Frances  ,admin/img_prod/ME3/ME3-720x540.png
27,VET3,Ventilador,Ventilador de mesa antiguo aspas azules,,admin/img_prod/VET3/VET3-720x540.png
28,REL3,Reloj,Reloj de pie inglés caoba y bronce plumeado,Inglesa  Salón  ,admin/img_prod/REL3/REL3-1-720x540.png
29,TEL3,Telefonía,Teléfono de pared antiguo negro de manivela,,admin/img_prod/TEL3/TLF3-720x540.png
30,MYN3,Maletas y neceseres de viaje,Maleta antigua cuero marrón,Viaje  ,admin/img_prod/MYN3/MYN3-720x540.png
31,MYC3,Maletines y carteras,Cartera antigua skay corinto con hebilla,,admin/img_prod/MYC3/MYC3-720x540.png
32,LYR3,Libros y revistas,Revistas antiguas,,admin/img_prod/LYR3/LYR3-720x540.png
33,URN3,Urnas,Urna de votación tapa azul,,admin/img_prod/URN3/URN3-720x540.png
34,TOC3,Objetos de tocador,Cajas de tocador de loza blanca y azul dibujos japoneses,Tocador  ,admin/img_prod/TOC3/TOC3-720x540.png
35,VAJ3,Vajilla,Vajilla loza frutas modelo Grana (12 servicios),Comedor  ,admin/img_prod/VAJ3/VAJ3-720x540.png
36,JUG3,Juguetes,Juego antiguo Cancha Bolos con su caja,Juguete  ,admin/img_prod/JUG3/JUG3-720x540.png
37,JAR3,Jarrones y jarras,Jarra antigua de estaño,Adorno  Decoración  Salón  ,admin/img_prod/JAR3/JAR3-720x540.png
38,TYV3,Televisores y vídeos,Televisión caja blanca Emerson (color),Televisor  ,admin/img_prod/TYV3/TYV3-1-720x540.png
39,MYS3,Tocadiscos y altavoces,Altavoces profesionales caja madera,Altavoces  Electrónica  Musica  Sonido  ,admin/img_prod/MYS3/MYS3-720x540.png
40,SOM3,Sombrereras,Sombrereras antiguas de fibra,Viaje  ,admin/img_prod/SOM3/SOM3-720x540.png
41,TP3,Tapices y estandartes,Tapiz pintado religioso Virgen y Cristo,Iglesia  Medieval  ,admin/img_prod/TP3/TP3-720x540.png
42,ML3,Librería,Librería despacho español tallada 4 puertas (2 cristal),Despacho  Español  ,admin/img_prod/ML3/ML3-1-720x540.png
43,MED3,Atrezzo medicina,Instrumentos médicos quirúrgicos acero antiguos,Hospital  Medicina  ,admin/img_prod/MED3/MED3-720x540.png
44,HOS3,Hospitales,Banqueta de hospital giratoria chapa blanca,Hospital  Medicina  ,admin/img_prod/HOS3/HOS3-1-720x540.png
45,VAA3,Atrezzo vario,Biberones cristal antiguos,Infantil  ,admin/img_prod/VAA3/VAA3-720x540.png
46,GRA3,Gramófonos y gramolas,Gramola antigua caja marquetería,Musica  ,admin/img_prod/GRA3/GRA3-720x540.png
47,ARA3,Atrezzo Árabe,Mesa árabe cuadrada pintada,Arabe  ,admin/img_prod/ARA3/ARA3-1-720x540.png
0,SI3,Sillón,Sillón isabelino negro tapizado capitoné tela teja,Isabelino  Salón  Sillería  ,admin/img_prod/SI3/SI3-1-720x540.png
1,RAD3,Radios,Radio antigua caja madera 3 mandos Philips,,admin/img_prod/RAD3/RAD3-720x540.png
2,JAM3,Jamuga,Jamuga española tallada asiento y respaldo tapizado terciopelo rojo,Español  ,admin/img_prod/JAM3/JAM3-1-720x540.png
3,MV3,Muebles varios,Chifonier-secreter caoba y raíz,Chifonier  Secreteres  ,admin/img_prod/MV3/MV3-1-720x540.png
4,JAU3,Jaula,Jaula cuadrada antigua de alambre,,admin/img_prod/JAU3/JAU3-720x540.png
5,JUE3,Juego,Mesa de Black Jack patas torneadas,Casino  ,admin/img_prod/JUE3/JUE3-1-720x540.png
6,JU3,Juguetero,Juguetero de caoba con espejo,,admin/img_prod/JU3/JU3-1-720x540.png
7,SIL3,Silla,Silla isabelina negra tapizada respaldo capitoné,Isabelino  Sillería  ,admin/img_prod/SIL3/SIL3-1-720x540.png
8,LM3,Litera de mano,Litera de transporte lisa marrón,Edad media  ,admin/img_prod/LM3/LM3-1-720X540.png
9,MEC3,Mecedora,Mecedora italiana tapizada skay verde,Italiano  ,admin/img_prod/MEC3/MEC3-1-720x540.png
10,MOS3,Mostrador,Mostrador de bar con barra,Bar y cafetería  ,admin/img_prod/MOS3/MOS3-1-720x540.png
11,S3,Sofá,Sofá isabelino negro tapizado respaldo capitoné,Isabelino  Salón  Sillería  ,admin/img_prod/S3/S3-1-720x540.png
12,ILU3,Iluminación,Cuadro de luz negro antiguo con cuchillas,,admin/img_prod/ILU3/ILU3-720X540.png
13,PV3,Pie de vela,Hachero de suelo 5 luces en plafón,Hachero  Iglesia  Medieval  ,admin/img_prod/PV3/PV3-720x540.png
14,SEC3,Secreter,Secreter inglés nogal desplegable,Inglesa  Salón  ,admin/img_prod/SEC3/SEC3-1-720x540.png
15,VI3,Vitrina,Vitrina de madera castaño patas forma,Comedor  Salón  ,admin/img_prod/VI3/VI3-1-720x540.png
16,PEL3,Peluquería,Secador de peluquería blanco con pie niquelado,,admin/img_prod/PEL3/PEL3-1-720x540.png
17,SR3,Silla de ruedas,Silla de ruedas de geriátrico skay negro,Hospital  ,admin/img_prod/SR3/SR3-720x540.png
18,PC3,Pizarra,Pizarra de colegio marco madera con pie,Colegio  ,admin/img_prod/PC3/PC3-720x540.png
19,BUZ3,Buzones,Buzón de cartas metal (individual),Portal  ,admin/img_prod/BUZ3/BUZ3-720x540.png
20,CAM3,Cámara fotos y vídeo,Cámara de vídeo U-Matic 90' con su funda,Cámaras de vídeo  ,admin/img_prod/CAM3/CAM3-720x540.png
21,JUZ3,Juzgado,Barandilla curva de juzgado balaustres nogal,Juzgados  ,admin/img_prod/JUZ3/JUZ3-1-720x540.png
22,QIN3,Quinqués,Quinqué columna alabastro depósito cristal,,admin/img_prod/QIN3/QIN3-720x540.png
23,REV3,Revistero,Revistero de pared de aluminio,Salón  ,admin/img_prod/REV3/REV3-720x540.png
24,MOU3,Mobiliario urbano,Baca de taxi con letrero,,admin/img_prod/MOU3/MOU3-720x540.png
25,LOG3,Logicine,Macetero madera columna estriada,Salón  ,admin/img_prod/LOG3/LOG3-720x540.png
26,CDM3,Centro de mesa,Centro de mesa de alpaca forma rombo,Adorno  ,admin/img_prod/CDM3/CDM3-720x540.png
27,PAP3,Papelera,Papelera cilíndrica acero alta,,admin/img_prod/PAP3/PAP3-720x540.png
28,FIG3,Figuras,Figura de barro cura,Adorno  ,admin/img_prod/FIG3/FIG3-720x540.png
29,PLA3,Playa,Hamaca de bambú con tela flores,Hamaca  Bambú  Jardín  ,admin/img_prod/PLA3/PLA3-1-720x540.png
30,REG3,Religión,Adorno de mesa religioso,Religioso  ,admin/img_prod/REG3/REG3-720x540.png
31,RU3,Rural,Cantarera de 2 frente recortado,Rústico  Cantarera  ,admin/img_prod/RU3/RU3-1-720x540.png
32,PAR3,Paragüero,Paragüero metal,,admin/img_prod/PAR3/PAR3-720x540.png
33,GUA3,Guarnición,Guarnición bronce con figura peana madera,,admin/img_prod/GUA3/GUA3-1-720x540.png
34,ALA4,Alacena,descatalogado,Descatalogado  ,admin/img_prod/ALA4/LOGOTIPO VAZQUEZ- 720x540.png
35,ALF4,Alfombra,Alfombra persa roja,Arabe  Comedor  Salón  ,admin/img_prod/ALF4/ALF4-720x540.png
36,AFC4,Alfombra de cama,Alfombrín de cama persa verde,Dormitorio  ,admin/img_prod/AFC4/AFC4-720x540.png
37,AP4,Aparador,Trinchero 1900 con copete (a juego AP-3),Comedor  Estilo mil novecientos  ,admin/img_prod/AP4/AP4-720x540.png
38,AST4,Atrezzo astronomia,Telescopio figurado grande con pie madera,Astronomía  ,admin/img_prod/AST4/AST4-1-720x540.png
39,TOR4,Tortura,Cepo de tortura de madera,Carcel  ,admin/img_prod/TOR4/TOR4-720x540.png
40,ARC4,Arcon,Arcón románico tallado con patas,Dormitorio  ,admin/img_prod/ARC4/ARC4-1-720x540.png
41,AR4,Armario,Armario cubista puerta con espejo forma (juego dormitorio),Dormitorio  Cubista  ,admin/img_prod/AR4/AR4-1-720x540.png
42,ARM4,Armero,Armero para fusiles de pino,Militar  ,admin/img_prod/ARM4/ARM4-1-720x540.png
43,ATD4,Ataud,Ataúd auténtico nogal con crucifijo,,admin/img_prod/ATD4/ATD4-1-720x540.png
44,ATR4,Atril,Atril de iglesia cerrado con tarima y escalera,Religioso  ,admin/img_prod/ATR4/ATR4-720x540.png
45,BL4,Balancin,Columpio balancín de madera antiguo,Columpio  Jardín  Parque  ,admin/img_prod/BL4/BL4-720x540.png
46,BAC4,Banco,Banco de tabla madera,Rústico  ,admin/img_prod/BAC4/BAC4-720x540.png
47,BAN4,Banqueta,Banqueta Imperio caoba aplicaciones metal tapizado tela rayas doradas y verdes,Imperio  ,admin/img_prod/BAN4/BAN4-1-720x540.png
0,M4,Mesa,Mesa de jardín forja blanca tapa chapa,Jardín  ,admin/img_prod/M4/M4-1-720x540.png
1,BA4,Baño,Bañera hierro con patas,Bañera  ,admin/img_prod/BA4/BA4-1-720x540.png
2,BAR4,Bargueño,Bargueño nogal tapa lisa con pie torneado,Español  ,admin/img_prod/BAR4/BAR4-1-720x540.png
3,BRL4,Barril,Descatalogado,Descatalogado  ,admin/img_prod/BRL4/LOGOTIPO VAZQUEZ- 720x540.png
4,BAS4,Bascula,Báscula con plataforma,,admin/img_prod/BAS4/BAS4-1-720x540.png
5,BAU4,Baul,Baúl americano tapa recto azul,Americano  Viaje  ,admin/img_prod/BAU4/BAU4-1-720x540.png
6,BEB4,Bebé,Cambiador de bebé tubo gris con bañera,Bañera  ,admin/img_prod/BEB4/BEB4-1-720x540.png
7,PER4,Perchero,Perchero de pared estilo español claro,Español  Recibidor  ,admin/img_prod/PER4/PER4-720x540.png
8,ESC4,Escaleras,Escalera de tijera baja pintada marrón,Tienda  ,admin/img_prod/ESC4/ESC4-720x540.png
9,BIO4,Biombo,Biombo Luis XV 3 hojas nogal hojas pintadas,Dormitorio  Frances  ,admin/img_prod/BIO4/BIO4-1-720x540.png
10,BIS4,Bis a bis,Sillón pequeño respaldo forma torneada tapizado cretona flores en blanco,Salón  ,admin/img_prod/BIS4/BIS04.bmp
11,BRA4,Brasero,Pie de brasero de ondas de madera,Calefaccion  ,admin/img_prod/BRA4/BRA4-720x540.png
12,BUT4,Butaca de cine,Fila de tres asientos de butacas de teatro terciopelo rojo,Cine  Teatro  ,admin/img_prod/BUT4/BUT4-1-720x540.png
13,CAB4,Caballete,Pie soporte escultura giratorio,Escultura  ,admin/img_prod/CAB4/CAB4-1-720x540.png
14,CAR4,Caja registradora,Calculadora eléctrica OLIVETI,Calculadoras  Despacho  ,admin/img_prod/CAR4/CAR4-720x540.png
15,CF4,Caja fuerte,Caja fuerte hierro pintada gris,,admin/img_prod/CF4/CF4-1-720x540.png
16,CAJ4,Caja,Caja cilíndrica de hierro porta obuses.,Cajas  Militar  ,admin/img_prod/CAJ4/CAJ4-720x520.png
17,CA4,Cama,Cabecero francés Luis XVI tapizado,Cabecero  Dormitorio  Frances  ,admin/img_prod/CA4/CA4 720x540.png
18,REC4,Reclinatorio,Reclinatorio silla nogal tapizada damasco,Iglesia  Religioso  ,admin/img_prod/REC4/REC4-1-720x540.png
19,CARR4,Carretilla,Carretilla de hierro de obra cajón grande,Oficios  ,admin/img_prod/CARR4/CARR4-720x540.png
20,CSE4,Carro de servicio,Carro de servicio madera clara,Cocina  Comedor  Salón  ,admin/img_prod/CSE4/CSE4 720x540.png
21,CH4,Chaiselongue,Chaiselongue  capitoné tapizada granate,Salón  ,admin/img_prod/CH4/CH4-1-720x540.png
22,CO4,Cocinas,Cocina de gas 3 fuegos con horno y cajón,Cocina  Electrodomestico  ,admin/img_prod/CO4/CO4-1-720x540.png
23,COM4,Comoda,Cómoda Luis XV caoba y bronce tapa figurada,Dormitorio  Frances  ,admin/img_prod/COM4/COM4-1-720x540.png
24,CON4,Consola,Consola Luis XV caoba y oro tapa mármol rosa,Frances  Recibidor  ,admin/img_prod/CON4/CON4-1-720x540.png
25,COS4,,Costurero isabelino oro y negro,Costurero  ,admin/img_prod/COS4/COS04.JPG
26,CU4,Cuadro,Cuadro marco dorado y marrón liso foto desnudo (Autor Rubens),Desnudo  ,admin/img_prod/CU4/CU4-720x540.png
27,ANU4,Carteles y anuncios,Cartel antiguo chapa Coca-cola,,admin/img_prod/ANU4/ANU4-720x540.png
28,ESP4,Espejo,Espejo vestidor tallado oscuro,Dormitorio  ,admin/img_prod/ESP4/ESP4-1-720x540.png
